"id","codigo","descripcion","seleccionable","created_at","updated_at"
"249","25130","Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"250","25200","Fabricación de armas y municiones","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"251","25910","Forjado, prensado, estampado y laminado de metales; pulvimetalurgia","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"252","25920","Tratamiento y revestimiento de metales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"253","25930","Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"254","25991","Fabricación de envases y artículos conexos de metal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"255","25992","Fabricación de artículos metálicos de uso personal y/o doméstico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"256","25999","Fabricación de productos elaborados de metal ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"257",NULL,"FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, ELECTRÓNICA Y ÓPTICA","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"258","26100","Fabricación de componentes electrónicos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"259","26200","Fabricación de computadoras y equipo conexo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"260","26300","Fabricación de equipo de comunicaciones","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"261","26400","Fabricación de aparatos electrónicos de consumo para audio, video radio y televisión","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"262","26510","Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y de control de procesos industriales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"263","26520","Fabricación de relojes y piezas de relojes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"264","26600","Fabricación de equipo médico de irradiación y equipo electrónico de uso médico y terapéutico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"265","26700","Fabricación de instrumentos de óptica y equipo fotográfico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"266","26800","Fabricación de medios magnéticos y ópticos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"267",NULL,"FABRICACIÓN DE EQUIPO ELÉCTRICO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"268","27100","Fabricación de motores, generadores, transformadores eléctricos, aparatos de distribución y control de electricidad","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"269","27200","Fabricación de pilas, baterías y acumuladores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"270","27310","Fabricación de cables de fibra óptica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"271","27320","Fabricación de otros hilos y cables eléctricos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"272","27330","Fabricación de dispositivos de cableados","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"273","27400","Fabricación de equipo eléctrico de iluminación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"274","27500","Fabricación de aparatos de uso doméstico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"275","27900","Fabricación de otros tipos de equipo eléctrico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"276",NULL,"FABRICACIÓN DE MAQUINARIA Y EQUIPO NCP","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"277","28110","Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"278","28120","Fabricación de equipo hidráulico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"279","28130","Fabricación de otras bombas, compresores, grifos y válvulas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"280","28140","Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"281","28150","Fabricación de hornos y quemadores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"282","28160","Fabricación de equipo de elevación y manipulación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"283","28170","Fabricación de maquinaria y equipo de oficina","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"284","28180","Fabricación de herramientas manuales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"285","28190","Fabricación de otros tipos de maquinaria de uso general","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"286","28210","Fabricación de maquinaria agropecuaria y forestal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"287","28220","Fabricación de máquinas para conformar metales y maquinaria herramienta","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"288","28230","Fabricación de maquinaria metalúrgica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"289","28240","Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"290","28250","Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"291","28260","Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"292","28291","Fabricación de máquinas para imprenta","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"293","28299","Fabricación de maquinaria de uso especial ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"294",NULL,"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"295","29100","Fabricación de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"296","29200","Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"297","29300","Fabricación de partes, piezas y accesorios para vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"298",NULL,"FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"299","30110","Fabricación de buques","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"300","30120","Construcción y reparación de embarcaciones de recreo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"301","30200","Fabricación de locomotoras y de material rodante","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"302","30300","Fabricación de aeronaves y naves espaciales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"303","30400","Fabricación de vehículos militares de combate","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"304","30910","Fabricación de motocicletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"305","30920","Fabricación de bicicletas y sillones de ruedas para inválidos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"306","30990","Fabricación de equipo de transporte ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"307",NULL,"FABRICACIÓN DE MUEBLES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"308","31001","Fabricación de colchones y somier","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"309","31002","Fabricación de muebles y otros productos de madera a medida","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"310","31008","Servicios de maquilado de muebles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"311","31009","Fabricación de muebles ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"312",NULL,"OTRAS INDUSTRIAS MANUFACTURERAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"313","32110","Fabricación de joyas platería y joyerías","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"314","32120","Fabricación de joyas de imitación (fantasía) y artículos conexos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"315","32200","Fabricación de instrumentos musicales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"316","32301","Fabricación de artículos de deporte","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"317","32308","Servicio de maquila de productos deportivos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"318","32401","Fabricación de juegos de mesa y de salón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"319","32402","Fabricación de juegos y juguetes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"320","32409","Fabricación de juegos y juguetes n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"321","32500","Fabricación de instrumentos y materiales médicos y odontológicos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"322","32901","Fabricación de lápices, bolígrafos, sellos y artículos de librería en general","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"323","32902","Fabricación de escobas, cepillos, pinceles y similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"324","32903","Fabricación de artesanías de materiales diversos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"325","32904","Fabricación de artículos de uso personal y domésticos n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"326","32905","Fabricación de accesorios para las confecciones y la marroquinería n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"327","32908","Servicios de maquila ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"328","32909","Reparación de productos manufacturados n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"329",NULL,"REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"330","33110","Reparación y mantenimiento de productos elaborados de metal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"331","33120","Reparación y mantenimiento de maquinaria","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"332","33130","Reparación y mantenimiento de equipo electrónico y óptico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"333","33140","Reparación y mantenimiento de equipo eléctrico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"334","33150","Reparación y mantenimiento de equipo de transporte, excepto vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"335","33190","Reparación y mantenimiento de equipos n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"336","33200","Instalación de maquinaria y equipo industrial","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"337",NULL,"SUMINISTROS DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"338",NULL,"SUMINISTROS DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"339","35101","Generación de energía eléctrica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"340","35102","Transmisión de energía eléctrica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"341","35103","Distribución de energía eléctrica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"342","35200","Fabricación de gas, distribución de combustibles gaseosos por tuberías","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"343","35300","Suministro de vapor y agua caliente","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"344",NULL,"SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES (ALCANTARILLADO); GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"345",NULL,"CAPTACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"346","36000","Captación, tratamiento y suministro de agua","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"347",NULL,"EVACUACIÓN DE AGUAS RESIDUALES (ALCANTARILLADO)","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"348","37000","Evacuación de aguas residuales (alcantarillado)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"349",NULL,"RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS; RECICLAJE","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"350","38110","Recolección y transporte de desechos sólidos proveniente de hogares y sector urbano","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"351","38120","Recolección de desechos peligrosos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"352","38210","Tratamiento y eliminación de desechos inocuos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"353","38220","Tratamiento y eliminación de desechos peligrosos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"354","38301","Reciclaje de desperdicios y desechos textiles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"355","38302","Reciclaje de desperdicios y desechos de plástico y caucho","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"356","38303","Reciclaje de desperdicios y desechos de vidrio","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"357","38304","Reciclaje de desperdicios y desechos de papel y cartón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"358","38305","Reciclaje de desperdicios y desechos metálicos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"359","38309","Reciclaje de desperdicios y desechos no metálicos n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"360",NULL,"ACTIVIDADES DE SANEAMIENTO Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"361","39000","Actividades de Saneamiento y otros Servicios de Gestión de Desechos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"362",NULL,"CONSTRUCCIÓN","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"363",NULL,"CONSTRUCCIÓN DE EDIFICIOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"364","41001","Construcción de edificios residenciales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"365","41002","Construcción de edificios no residenciales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"366",NULL,"OBRAS DE INGENIERÍA CIVIL","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"367","42100","Construcción de carreteras, calles y caminos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"368","42200","Construcción de proyectos de servicio público","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"369","42900","Construcción de obras de ingeniería civil n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"370",NULL,"ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"371","43110","Demolición","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"372","43120","Preparación de terreno","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"373","43210","Instalaciones eléctricas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"374","43220","Instalación de fontanería, calefacción y aire acondicionado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"375","43290","Otras instalaciones para obras de construcción","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"376","43300","Terminación y acabado de edificios","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"377","43900","Otras actividades especializadas de construcción","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"378","43901","Fabricación de techos y materiales diversos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"379",NULL,"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"380",NULL,"COMERCIO AL POR MAYOR Y POR MENOR Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"381","45100","Venta de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"382","45201","Reparación mecánica de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"383","45202","Reparación eléctricas del automotor y recarga de baterías","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"384","45203","Enderezado y pintura de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"385","45204","Reparaciones de radiadores, escapes y silenciadores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"386","45205","Reparación y reconstrucción de vías, stop y otros artículos de fibra de vidrio","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"387","45206","Reparación de llantas de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"388","45207","Polarizado de vehículos (mediante la adhesión de papel especial a los vidrios)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"389","45208","Lavado y pasteado de vehículos (carwash)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"390","45209","Reparaciones de vehículos n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"391","45211","Remolque de vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"392","45301","Venta de partes, piezas y accesorios nuevos para vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"393","45302","Venta de partes, piezas y accesorios usados para vehículos automotores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"394","45401","Venta de motocicletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"395","45402","Venta de repuestos, piezas y accesorios de motocicletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"396","45403","Mantenimiento y reparación de motocicletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"397",NULL,"COMERCIO AL POR MAYOR, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (Parte 1)","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"398","46100","Venta al por mayor a cambio de retribución o por contrata","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"399","46201","Venta al por mayor de materias primas agrícolas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"400","46202","Venta al por mayor de productos de la silvicultura","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"401","46203","Venta al por mayor de productos pecuarios y de granja","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"402","46211","Venta de productos para uso agropecuario","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"403","46291","Venta al por mayor de granos básicos (cereales, leguminosas)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"404","46292","Venta al por mayor de semillas mejoradas para cultivo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"405","46293","Venta al por mayor de café oro y uva","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"406","46294","Venta al por mayor de caña de azúcar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"407","46295","Venta al por mayor de flores, plantas y otros productos naturales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"408","46296","Venta al por mayor de productos agrícolas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"409","46297","Venta al por mayor de ganado bovino (vivo)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"410","46298","Venta al por mayor de animales porcinos, ovinos, caprino, canículas, avícolas, avícolas vivos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"411","46299","Venta de otras especies vivas del reino animal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"412","46301","Venta al por mayor de alimentos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"413","46302","Venta al por mayor de bebidas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"414","46303","Venta al por mayor de tabaco","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"415","46371","Venta al por mayor de frutas, hortalizas (verduras), legumbres y tubérculos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"416","46372","Venta al por mayor de pollos, gallinas destazadas, pavos y otras aves","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"417","46373","Venta al por mayor de carne bovina y porcina, productos de carne y embutidos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"418","46374","Venta al por mayor de huevos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"419","46375","Venta al por mayor de productos lácteos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"420","46376","Venta al por mayor de productos de panadería, repostería y galletas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"421","46377","Venta al por mayor de productos farináceos, aceites y grasas comestibles vegetal y animal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"422","46378","Venta al por mayor de sal comestible","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"423","46379","Venta al por mayor de azúcar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"424","46391","Venta al por mayor de abarrotes (vinos, licores, productos alimenticios envasados, etc.)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"425","46392","Venta al por mayor de aguas gaseosas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"426","46393","Venta al por mayor de agua purificada","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"427","46394","Venta al por mayor de refrescos y otras bebidas, líquidas o en polvo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"428","46395","Venta al por mayor de cerveza y licores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"429","46396","Venta al por mayor de hielo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"430","46411","Venta al por mayor de hilados, tejidos y productos textiles de mercería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"431","46412","Venta al por mayor de artículos textiles excepto confecciones para el hogar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"432","46413","Venta al por mayor de confecciones textiles para el hogar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"433","46414","Venta al por mayor de prendas de vestir y accesorios de vestir","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"434","46415","Venta al por mayor de ropa usada","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"435","46416","Venta al por mayor de calzado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"436","46417","Venta al por mayor de artículos de marroquinería y talabartería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"437","46418","Venta al por mayor de artículos de peletería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"438","46419","Venta al por mayor de otros artículos textiles n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"439","46471","Venta al por mayor de instrumentos musicales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"440","46472","Venta al por mayor de colchones, almohadas, cojines, etc.","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"441","46473","Venta al por mayor de artículos de aluminio para el hogar y para otros usos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"442","46474","Venta al por mayor de depósitos y otros artículos plásticos para el hogar y otros usos, incluyendo los desechables de durapax y no desechables","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"443","46475","Venta al por mayor de cámaras fotográficas, accesorios y materiales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"444","46482","Venta al por mayor de medicamentos, artículos y otros productos de uso veterinario","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"445","46483","Venta al por mayor de productos y artículos de belleza y de uso personal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"446","46484","Venta de productos farmacéuticos y medicinales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"447","46491","Venta al por mayor de productos medicinales, cosméticos, perfumería y productos de limpieza","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"448","46492","Venta al por mayor de relojes y artículos de joyería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"449","46493","Venta al por mayor de electrodomésticos y artículos del hogar excepto bazar; artículos de iluminación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"450","46494","Venta al por mayor de artículos de bazar y similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"451","46495","Venta al por mayor de artículos de óptica","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"452","46496","Venta al por mayor de revistas, periódicos, libros, artículos de librería y papelería, y artículos en general","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"453","46497","Venta de artículos deportivos, juguetes y rodados","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"454","46498","Venta al por mayor de enseres usados para el hogar o el uso personal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"455","46499","Venta al por mayor de enseres domésticos y de uso personal n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"456","46500","Venta al por mayor de bicicletas, partes, accesorios y otros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"457","46510","Venta al por mayor de computadoras, equipo periférico y programas informáticos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"458","46520","Venta al por mayor de equipos de comunicación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"459","46530","Venta al por mayor de maquinaria y equipo agropecuario, accesorios, partes y suministros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"460","46590","Venta al por mayor de equipos e instrumentos de uso profesional y científico y aparatos de medida y control","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"461","46591","Venta al por mayor de maquinaria equipo, accesorios y materiales para la industria de la madera y sus productos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"462","46592","Venta al por mayor de maquinaria, equipo, accesorios y materiales para la industria gráfica y del papel, cartón y productos de papel y cartón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"463","46593","Venta al por mayor de maquinaria, equipo, accesorios y materiales para la industria de productos químicos, plástico y caucho","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"464","46594","Venta al por mayor de maquinaria, equipo, accesorios y materiales para la industria metálica y de sus productos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"465","46595","Venta al por mayor de equipamiento para uso médico, odontológico, veterinario y servicios conexos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"466","46596","Venta al por mayor de maquinaria, equipo, accesorios y partes para la industria de la alimentación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"467","46597","Venta al por mayor de maquinaria, equipo, accesorios y partes para la industria textil, confecciones y cuero","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"468","46598","Venta al por mayor de maquinaria, equipo y accesorios para la construcción y explotación de minas y canteras","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"469","46599","Venta al por mayor de otro tipo de maquinaria y equipo con sus accesorios y partes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"470","46610","Venta al por mayor de otros combustibles sólidos, líquidos, gaseosos y de productos conexos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"471","46612","Venta al por mayor de combustibles para automotores, aviones, barcos, maquinaria y otros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"472","46613","Venta al por mayor de lubricantes, grasas y otros aceites para automotores, maquinaria industrial, etc.","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"473","46614","Venta al por mayor de gas propano","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"474","46615","Venta al por mayor de leña y carbón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"475","46620","Venta al por mayor de metales y minerales metalíferos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"476","46631","Venta al por mayor de puertas, ventanas, vitrinas y similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"477","46632","Venta al por mayor de artículos de ferretería y pinturerías","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"478","46633","Vidrierías","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"479","46634","Venta al por mayor de maderas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"480","46639","Venta al por mayor de materiales para la construcción n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"481","46691","Venta al por mayor de sal industrial sin yodar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
